-3.376730293115218728e+01,3.054473082478700516e-02,-2.439079961411012697e-06,1.079999999999999988e-01
-3.376845163668161121e+01,3.055028188458657271e-02,-2.455015748649575754e-06,1.079999999999999988e-01
-3.376843726830141179e+01,3.054637594019721583e-02,-2.457261661409733883e-06,1.079999999999999988e-01
-3.376600642878678826e+01,3.053995152081077913e-02,-2.417327347149564332e-06,1.079999999999999988e-01
-3.376698543399186292e+01,3.055539688746852431e-02,-2.427037723439976817e-06,1.079999999999999988e-01
-3.376828678920600879e+01,3.054863889619409759e-02,-2.454172409456434201e-06,1.079999999999999988e-01
-3.376728584389802279e+01,3.055087349727926560e-02,-2.432685741939408100e-06,1.079999999999999988e-01
-3.376728040446257495e+01,3.054214156123417206e-02,-2.436823692890284227e-06,1.079999999999999988e-01
-3.376736560939453824e+01,3.055329039002917940e-02,-2.429691099312332186e-06,1.079999999999999988e-01
-3.376651971885580394e+01,3.053874843759866314e-02,-2.427395801127643795e-06,1.079999999999999988e-01
-3.376764004330750168e+01,3.055333995294266108e-02,-2.433330520555666133e-06,1.079999999999999988e-01
-3.376802900294885035e+01,3.054886066389765273e-02,-2.448272890985992984e-06,1.079999999999999988e-01
-3.376692411146807160e+01,3.054319275736698883e-02,-2.427367639659650064e-06,1.079999999999999988e-01
-3.376787299767186568e+01,3.056356133220496443e-02,-2.434364706745362332e-06,1.079999999999999988e-01
-3.376855403364864827e+01,3.055768840207174694e-02,-2.450399804571165330e-06,1.079999999999999988e-01
-3.376821272905202420e+01,3.055397345327800010e-02,-2.445061268356348242e-06,1.079999999999999988e-01
-3.376787512964321536e+01,3.055580101518772310e-02,-2.439612393296602845e-06,1.079999999999999988e-01
-3.376768634217231124e+01,3.054647091657036739e-02,-2.440698236453065792e-06,1.079999999999999988e-01
-3.376760363310299340e+01,3.054973253712363682e-02,-2.437957151051664235e-06,1.079999999999999988e-01
-3.376762440979580759e+01,3.053737608680277826e-02,-2.448849978560922146e-06,1.079999999999999988e-01
-3.376781010122150661e+01,3.055126987075354114e-02,-2.443010801529350968e-06,1.079999999999999988e-01
-3.376888543375530105e+01,3.054801395471744285e-02,-2.464151891927255573e-06,1.079999999999999988e-01
-3.376691879745408187e+01,3.055047202946711837e-02,-2.427107280508532495e-06,1.079999999999999988e-01
-3.376746493229213542e+01,3.054432463837933320e-02,-2.438872976146116859e-06,1.079999999999999988e-01
-3.376630559141676713e+01,3.053704215655267049e-02,-2.423986219929430286e-06,1.079999999999999988e-01
-3.376745557486468385e+01,3.054568021849014131e-02,-2.440086740669664156e-06,1.079999999999999988e-01
-3.376729027588140752e+01,3.055975545192129647e-02,-2.424330880889576891e-06,1.079999999999999988e-01
-3.376818581252848617e+01,3.055463679630116350e-02,-2.446182428540405933e-06,1.079999999999999988e-01
-3.376660523973597350e+01,3.054172864256420386e-02,-2.424910422312260147e-06,1.079999999999999988e-01
-3.376707308344266778e+01,3.055697975028809701e-02,-2.424315661779324709e-06,1.079999999999999988e-01
-3.376781382154982225e+01,3.055258508291553571e-02,-2.440324828601481928e-06,1.079999999999999988e-01
-3.376791498699900274e+01,3.053973952417562282e-02,-2.450280863193706484e-06,1.079999999999999988e-01
-3.376736798891991498e+01,3.055627623191274622e-02,-2.430534976189239540e-06,1.079999999999999988e-01
-3.376782629072343411e+01,3.054520076890808108e-02,-2.444221414973179234e-06,1.079999999999999988e-01
-3.376815872186315914e+01,3.055834397910165909e-02,-2.439500079350536190e-06,1.079999999999999988e-01
-3.376835838755566499e+01,3.054934694455712155e-02,-2.452800628449194061e-06,1.079999999999999988e-01
-3.376818024072365887e+01,3.054688579023515788e-02,-2.452004278219476871e-06,1.079999999999999988e-01
-3.376749243792636435e+01,3.054209162863785049e-02,-2.438111822334160325e-06,1.079999999999999988e-01
-3.376837743442965944e+01,3.054742777035226661e-02,-2.451030126750368414e-06,1.079999999999999988e-01
-3.376705793407317202e+01,3.053748042400904542e-02,-2.437270978828381613e-06,1.079999999999999988e-01
-3.376783259180051289e+01,3.055960060443076512e-02,-2.433413346770372857e-06,1.079999999999999988e-01
-3.376661075504544840e+01,3.056020338299937286e-02,-2.412368418705538608e-06,1.079999999999999988e-01
-3.376741459502827780e+01,3.054390805052112703e-02,-2.439576885805696272e-06,1.079999999999999988e-01
-3.376670793447014773e+01,3.054999244202850905e-02,-2.419491006005600653e-06,1.079999999999999988e-01
-3.376774781601257303e+01,3.055750934458697707e-02,-2.438129459025834324e-06,1.079999999999999988e-01
-3.376681345436939807e+01,3.053239189832651981e-02,-2.436069552997562499e-06,1.079999999999999988e-01
-3.376622587243588924e+01,3.055879739283590482e-02,-2.405072684577429213e-06,1.079999999999999988e-01
-3.376796897154707011e+01,3.055430927863895044e-02,-2.441755196694987740e-06,1.079999999999999988e-01
-3.376755604145616019e+01,3.055708480951833603e-02,-2.429696053264970733e-06,1.079999999999999988e-01
-3.376793475970430336e+01,3.054923870126458399e-02,-2.443554535701606416e-06,1.079999999999999988e-01
-3.376872335306167372e+01,3.054677243492445737e-02,-2.459533342987401078e-06,1.079999999999999988e-01
-3.376755810165962401e+01,3.055099008601445260e-02,-2.436241233279480250e-06,1.079999999999999988e-01
-3.376778689003365486e+01,3.055833988852706129e-02,-2.434535013502713633e-06,1.079999999999999988e-01
-3.376696160299799487e+01,3.055173737253724306e-02,-2.422904477643390303e-06,1.079999999999999988e-01
-3.376640146610684923e+01,3.054826316316627127e-02,-2.417050829735760714e-06,1.079999999999999988e-01
-3.376633262831123261e+01,3.055137405193144792e-02,-2.413603795626845001e-06,1.079999999999999988e-01
-3.376848895620378244e+01,3.055592799901657441e-02,-2.449351856405384101e-06,1.079999999999999988e-01
-3.376717585302910152e+01,3.055452977318360436e-02,-2.422989157056898041e-06,1.079999999999999988e-01
-3.376768515810520199e+01,3.054161225579606065e-02,-2.443513344758889112e-06,1.079999999999999988e-01
-3.376792280452706052e+01,3.054505483388397780e-02,-2.447196325248777130e-06,1.079999999999999988e-01
-3.376727063810570684e+01,3.056248015459976652e-02,-2.418920935425393142e-06,1.079999999999999988e-01
-3.376833085721732886e+01,3.054703050050059862e-02,-2.449869489938247602e-06,1.079999999999999988e-01
-3.376663612534765235e+01,3.054654934939413438e-02,-2.423506970908234301e-06,1.079999999999999988e-01
-3.376822610586741291e+01,3.054876506793730365e-02,-2.450076974258122029e-06,1.079999999999999988e-01
-3.376754499751213956e+01,3.055304466382699480e-02,-2.435152108381630180e-06,1.079999999999999988e-01
-3.376893936895999815e+01,3.054690280199040542e-02,-2.464118140021482020e-06,1.079999999999999988e-01
-3.376866698547879508e+01,3.054988833195417322e-02,-2.456548065511991903e-06,1.079999999999999988e-01
-3.376832397777165085e+01,3.055532358836334297e-02,-2.445126456975730220e-06,1.079999999999999988e-01
-3.376696581865897429e+01,3.055069720818713586e-02,-2.426633987224865994e-06,1.079999999999999988e-01
-3.376742589357546365e+01,3.055349593655763002e-02,-2.434083899375805071e-06,1.079999999999999988e-01
-3.376730468008499031e+01,3.055027020217745276e-02,-2.430972157847079328e-06,1.079999999999999988e-01
-3.376811238351692879e+01,3.055006002763800341e-02,-2.448408916100712089e-06,1.079999999999999988e-01
-3.376789199972372302e+01,3.055608168653357881e-02,-2.437955188097051621e-06,1.079999999999999988e-01
-3.376802842520935144e+01,3.055054888772683330e-02,-2.444589320267180949e-06,1.079999999999999988e-01
-3.376826682381513933e+01,3.055352570734882339e-02,-2.450540005615600084e-06,1.079999999999999988e-01
-3.376764663360037133e+01,3.053423267506346489e-02,-2.454932476212061113e-06,1.079999999999999988e-01
-3.376658320249632084e+01,3.055348442677700144e-02,-2.415973287824947847e-06,1.079999999999999988e-01
-3.376593290462757579e+01,3.055114351510539172e-02,-2.406565285759273271e-06,1.079999999999999988e-01
-3.376960102070555081e+01,3.054206758459472246e-02,-2.477129249004994188e-06,1.079999999999999988e-01
-3.376845194037571218e+01,3.054898927258616753e-02,-2.453362153642356668e-06,1.079999999999999988e-01
-3.376845434440966187e+01,3.056178183839580384e-02,-2.443838823577605442e-06,1.079999999999999988e-01
-3.376663089652818428e+01,3.054953735100021661e-02,-2.420071533234248120e-06,1.079999999999999988e-01
-3.376745525157854644e+01,3.055633060129704301e-02,-2.432252875063697551e-06,1.079999999999999988e-01
-3.376755610223600002e+01,3.054812368299611100e-02,-2.441494414052921882e-06,1.079999999999999988e-01
-3.376678896686447473e+01,3.055255410809294345e-02,-2.419404689509673318e-06,1.079999999999999988e-01
-3.376746788710955371e+01,3.054990066710399840e-02,-2.434585099619874170e-06,1.079999999999999988e-01
-3.376740364245639370e+01,3.055516050304983577e-02,-2.426308269932193845e-06,1.079999999999999988e-01
-3.376831252965332197e+01,3.055848814217521081e-02,-2.440904139034363364e-06,1.079999999999999988e-01
-3.376728976585314967e+01,3.054665051673610340e-02,-2.430648591613100918e-06,1.079999999999999988e-01
-3.376656411254996470e+01,3.055534035278140506e-02,-2.419466692147842153e-06,1.079999999999999988e-01
